Area,T Sub,D Sub,ID,Longitude,Latitude,Substation Number,Substation Name
p127u,p127uhs1_1247_69,p127uhs1_1247,p127ulv314,-97.20841671,32.85692644,2023,NORTH RICHLAND HILLS 1
p127u,p127uhs20_1247_69,p127uhs20_1247,p127ulv572,-97.19175639,32.80606536,2025,HALTOM CITY 5
p127u,p127uhs2_1247_69,p127uhs2_1247,p127ulv263,-97.22906585,32.86421007,2036,NORTH RICHLAND HILLS 9
p127u,p127uhs3_1247_69,p127uhs3_1247,p127ulv553,-97.23447924,32.77769749,1964,HALTOM CITY 2
p127u,p127uhs4_1247_69,p127uhs4_1247,p127ulv42,-97.25155901,32.89127342,2026,NORTH RICHLAND HILLS 3
p127u,p127uhs5_1247_69,p127uhs5_1247,p127ulv184,-97.25171046,32.86148029,2027,NORTH RICHLAND HILLS 4
p127u,p127uhs6_1247_69,p127uhs6_1247,p127ulv366,-97.31082154,32.83258502,2039,HALTOM CITY 9
p127u,p127uhs7_1247_69,p127uhs7_1247,p127ulv115,-97.28632645,32.87090705,2028,HALTOM CITY 6
p127u,p127uhs8_1247_69,p127uhs8_1247,p127ulv444,-97.23232937,32.82520474,2029,NORTH RICHLAND HILLS 5
p127u,p127uhs9_1247_69,p127uhs9_1247,p127ulv64,-97.23029405,32.90150969,2030,NORTH RICHLAND HILLS 6
p128u,p128uhs0_1247_69,p128uhs0_1247,p128ulv127,-96.64817756,33.09336017,2591,ALLEN 2
p128u,p128uhs10_1247_69,p128uhs10_1247,p128ulv221,-96.57373865,33.10644917,2598,ALLEN 8
p128u,p128uhs11_1247_69,p128uhs11_1247,p128ulv210,-96.62724202,33.0766233,2596,ALLEN 6
p128u,p128uhs12_1247_69,p128uhs12_1247,p128ulv3723,-96.51978819,33.07008849,2600,WYLIE 4
p128u,p128uhs1_1247_69,p128uhs1_1247,p128ulv353,-96.56638131,33.0565862,2592,ALLEN 3
p128u,p128uhs2_1247_69,p128uhs2_1247,p128ulv114,-96.67306231,33.09499964,2601,PLANO 3
p128u,p128uhs3_1247_69,p128uhs3_1247,p128ulv65,-96.61602625,33.1315472,2593,ALLEN 4
p128u,p128uhs4_1247_69,p128uhs4_1247,p128ulv264,-96.65036065,33.02899152,2594,SACHSE 6
p128u,p128uhs5_1247_69,p128uhs5_1247,p128ulv2,-96.69062666,33.12001878,2643,PLANO 17
p128u,p128uhs6_1247_69,p128uhs6_1247,p128ulv240,-96.65054741,33.0464244,2595,ALLEN 5
p128u,p128uhs7_1247_69,p128uhs7_1247,p128ulv61,-96.63997842,33.1074129,2596,ALLEN 6
p128u,p128uhs8_1247_69,p128uhs8_1247,p128ulv239,-96.67316303,33.05323273,2650,PLANO 24
p128u,p128uhs9_1247_69,p128uhs9_1247,p128ulv281,-96.6147117,33.02909029,2597,ALLEN 7
p129u,p129uhs0_1247_69,p129uhs0_1247,p129ulv206,-96.78077718,33.13716368,2604,FRISCO 1
p129u,p129uhs10_1247_69,p129uhs10_1247,p129ulv200,-96.78470102,33.12859483,2604,FRISCO 1
p129u,p129uhs11_1247_69,p129uhs11_1247,p129ulv263,-96.87949357,33.19336941,2606,FRISCO 3
p129u,p129uhs1_1247_69,p129uhs1_1247,p129ulv444,-96.8208888,33.16083973,2605,FRISCO 2
p129u,p129uhs2_1247_69,p129uhs2_1247,p129ulv266,-96.87231954,33.19318287,2606,FRISCO 3
p129u,p129uhs3_1247_69,p129uhs3_1247,p129ulv34,-96.87936871,33.10087891,2607,THE COLONY 4
p129u,p129uhs4_1247_69,p129uhs4_1247,p129ulv410,-96.83499952,33.18431509,2608,FRISCO 4
p129u,p129uhs5_1247_69,p129uhs5_1247,p129ulv422,-96.79311797,33.17563595,2609,PROSPER 9
p129u,p129uhs6_1247_69,p129uhs6_1247,p129ulv185,-96.83041459,33.10556456,2613,FRISCO 6
p129u,p129uhs7_1247_69,p129uhs7_1247,p129ulv225,-96.96275528,33.16403597,2787,LITTLE ELM 3
p129u,p129uhs8_1247_69,p129uhs8_1247,p129ulv10,-96.90072317,33.10848181,2611,THE COLONY 5
p129u,p129uhs9_1247_69,p129uhs9_1247,p129ulv392,-96.86636976,33.14852595,2614,FRISCO 7
p130u,p130uhs0_1247_69,p130uhs0_1247,p130ulv25,-97.23183053,32.41166087,2041,KEENE 3
p130u,p130uhs1_1247_69,p130uhs1_1247,p130ulv102,-97.23997663,32.2964001,2041,KEENE 3
p130u,p130uhs2_1247_69,p130uhs2_1247,p130ulv46,-97.12586771,32.40545709,2041,KEENE 3
p130u,p130uhs3_1247_69,p130uhs3_1247,p130ulv3,-97.29810696,32.40585147,1976,KEENE 1
p130u,p130uhs4_1247_69,p130uhs4_1247,p130ulv22,-97.21857253,32.42172815,2041,KEENE 3
p130u,p130uhs5_1247_69,p130uhs5_1247,p130ulv120,-97.18843629,32.32694025,2041,KEENE 3
p130u,p130uhs6_1247_69,p130uhs6_1247,p130ulv74,-97.23540219,32.38657387,2041,KEENE 3
p130u,p130uhs7_1247_69,p130uhs7_1247,p130ulv340,-97.21862726,32.27439059,2041,KEENE 3
p130u,p130uhs8_1247_69,p130uhs8_1247,p130ulv133,-97.15560936,32.2753708,2041,KEENE 3
p131u,p131uhs0_1247_69,p131uhs0_1247,p131ulv41,-96.98742904,32.97203579,1378,COPPELL 1
p131u,p131uhs10_1247_69,p131uhs10_1247,p131ulv913,-96.91781945,32.92994673,1383,CARROLLTON 1
p131u,p131uhs11_1247_69,p131uhs11_1247,p131ulv147,-96.94647582,32.9451647,1384,COPPELL 5
p131u,p131uhs12_1247_69,p131uhs12_1247,p131ulv1219,-96.94750381,32.99412519,2616,CARROLLTON 13
p131u,p131uhs13_1247_69,p131uhs13_1247,p131ulv32,-96.98203331,32.9971092,1385,COPPELL 6
p131u,p131uhs14_1247_69,p131uhs14_1247,p131ulv228,-97.0424674,32.97235405,1378,COPPELL 1
p131u,p131uhs15_1247_69,p131uhs15_1247,p131ulv230,-97.0428136,32.912974,1382,IRVING 5
p131u,p131uhs1_1247_69,p131uhs1_1247,p131ulv195,-96.91780135,32.96036417,1386,CARROLLTON 2
p131u,p131uhs2_1247_69,p131uhs2_1247,p131ulv598,-97.01501725,32.93537881,1378,COPPELL 1
p131u,p131uhs3_1247_69,p131uhs3_1247,p131ulv222,-96.95295899,32.89773663,1379,COPPELL 2
p131u,p131uhs4_1247_69,p131uhs4_1247,p131ulv1811,-97.01415134,32.9219666,1382,IRVING 5
p131u,p131uhs5_1247_69,p131uhs5_1247,p131ulv141,-96.96623158,32.9377784,1380,COPPELL 3
p131u,p131uhs6_1247_69,p131uhs6_1247,p131ulv68,-96.9698807,32.9814912,1381,COPPELL 4
p131u,p131uhs7_1247_69,p131uhs7_1247,p131ulv672,-96.99059706,32.89317186,1376,IRVING 3
p131u,p131uhs8_1247_69,p131uhs8_1247,p131ulv2789,-97.02717458,32.96050954,1378,COPPELL 1
p131u,p131uhs9_1247_69,p131uhs9_1247,p131ulv163,-96.98263264,32.93123471,1380,COPPELL 3
p133u,p133uhs0_1247_69,p133uhs0_1247,p133ulv2837,-97.29560725,33.19594417,2042,PONDER 1
p133u,p133uhs1_1247_69,p133uhs1_1247,p133ulv41,-97.37819228,33.05531272,1856,NEWARK 1
p133u,p133uhs2_1247_69,p133uhs2_1247,p133ulv65,-97.23837524,33.04595856,2050,ROANOKE 1
p133u,p133uhs4_1247_69,p133uhs4_1247,p133ulv3,-97.30052201,33.13010439,2045,PONDER 2
p133u,p133uhs5_1247_69,p133uhs5_1247,p133ulv6,-97.33519373,33.09410207,2048,JUSTIN 3
p133u,p133uhs6_1247_69,p133uhs6_1247,p133ulv27,-97.24742352,33.13343051,2049,ARGYLE 3
p133u,p133uhs7_1247_69,p133uhs7_1247,p133ulv79,-97.18355904,33.09445794,2046,ARGYLE 2
p134u,p134uhs0_1247_69,p134uhs0_1247,p134ulv116,-97.02231361,33.01251004,2629,LEWISVILLE 2
p134u,p134uhs1_1247_69,p134uhs1_1247,p134ulv153,-97.08966401,33.0824779,2627,LAKE DALLAS 1
p134u,p134uhs2_1247_69,p134uhs2_1247,p134ulv82,-96.99976134,33.03712837,2626,LEWISVILLE 1
p134u,p134uhs3_1247_69,p134uhs3_1247,p134ulv172,-97.0571638,33.08276819,2627,LAKE DALLAS 1
p134u,p134uhs4_1247_69,p134uhs4_1247,p134ulv5,-97.01803163,33.07576325,2628,LAKE DALLAS 2
p134u,p134uhs5_1247_69,p134uhs5_1247,p134ulv90,-97.0031622,33.02733511,2629,LEWISVILLE 2
p134u,p134uhs6_1247_69,p134uhs6_1247,p134ulv47,-97.02862243,33.03635241,2626,LEWISVILLE 1
p134u,p134uhs7_1247_69,p134uhs7_1247,p134ulv2026,-97.10550761,33.05649727,2627,LAKE DALLAS 1
p134u,p134uhs8_1247_69,p134uhs8_1247,p134ulv244,-97.13407626,33.02062646,2092,ROANOKE 4
p134u,p134uhs9_1247_69,p134uhs9_1247,p134ulv279,-97.07857489,33.03278837,2627,LAKE DALLAS 1
p135u,p135uhs0_1247_69,p135uhs0_1247,p135ulv39,-97.33089068,32.97732542,2051,KELLER 3
p135u,p135uhs10_1247_69,p135uhs10_1247,p135ulv379,-97.26586776,32.89960255,2061,KELLER 11
p135u,p135uhs11_1247_69,p135uhs11_1247,p135ulv51,-97.37411281,32.92688456,2062,HASLET 2
p135u,p135uhs1_1247_69,p135uhs1_1247,p135ulv25,-97.28187215,33.00019129,2052,KELLER 4
p135u,p135uhs2_1247_69,p135uhs2_1247,p135ulv197,-97.27527262,32.94202092,2055,KELLER 6
p135u,p135uhs3_1247_69,p135uhs3_1247,p135ulv244,-97.26656065,32.91890339,2056,KELLER 7
p135u,p135uhs4_1247_69,p135uhs4_1247,p135ulv89,-97.32821293,32.92537792,2051,KELLER 3
p135u,p135uhs5_1247_69,p135uhs5_1247,p135ulv16,-97.38413652,32.96550759,2054,HASLET 1
p135u,p135uhs6_1247_69,p135uhs6_1247,p135ulv178,-97.23678915,32.95710403,2060,ROANOKE 2
p135u,p135uhs7_1247_69,p135uhs7_1247,p135ulv130,-97.29134214,32.95475177,2055,KELLER 6
p135u,p135uhs8_1247_69,p135uhs8_1247,p135ulv80,-97.29540479,32.93592862,2055,KELLER 6
p135u,p135uhs9_1247_69,p135uhs9_1247,p135ulv332,-97.30648832,32.88336534,2034,KELLER 1
p136u,p136uhs0_1247_69,p136uhs0_1247,p136ulv654,-96.69359854,33.018535,2647,PLANO 21
p136u,p136uhs10_1247_69,p136uhs10_1247,p136ulv26,-96.7833045,33.10071367,2638,PLANO 13
p136u,p136uhs11_1247_69,p136uhs11_1247,p136ulv435,-96.77118819,33.01899861,2639,RICHARDSON 2
p136u,p136uhs12_1247_69,p136uhs12_1247,p136ulv121,-96.75011286,33.13350334,2640,PLANO 14
p136u,p136uhs13_1247_69,p136uhs13_1247,p136ulv513,-96.74995927,33.03736582,2642,PLANO 16
p136u,p136uhs14_1247_69,p136uhs14_1247,p136ulv289,-96.73629508,33.07500881,2646,PLANO 20
p136u,p136uhs15_1247_69,p136uhs15_1247,p136ulv516,-96.74679945,33.03868844,2642,PLANO 16
p136u,p136uhs16_1247_69,p136uhs16_1247,p136ulv169,-96.70218486,33.12195173,2643,PLANO 17
p136u,p136uhs17_1247_69,p136uhs17_1247,p136ulv366,-96.78302921,33.05820156,2644,PLANO 18
p136u,p136uhs18_1247_69,p136uhs18_1247,p136ulv574,-96.69513622,33.04990771,2631,PLANO 6
p136u,p136uhs19_1247_69,p136uhs19_1247,p136ulv2,-96.77388948,33.12893814,2645,PLANO 19
p136u,p136uhs1_1247_69,p136uhs1_1247,p136ulv4665,-96.81995667,33.07844169,2883,FRISCO 9
p136u,p136uhs20_1247_69,p136uhs20_1247,p136ulv283,-96.75123111,33.06860723,2646,PLANO 20
p136u,p136uhs21_1247_69,p136uhs21_1247,p136ulv249,-96.76747952,33.0739211,2651,PLANO 25
p136u,p136uhs22_1247_69,p136uhs22_1247,p136ulv8963,-96.79396598,33.02801799,2652,PLANO 26
p136u,p136uhs2_1247_69,p136uhs2_1247,p136ulv562,-96.71448739,33.04826302,2636,PLANO 11
p136u,p136uhs3_1247_69,p136uhs3_1247,p136ulv47,-96.77245151,33.09548742,2638,PLANO 13
p136u,p136uhs4_1247_69,p136uhs4_1247,p136ulv309,-96.72765488,33.06405777,2648,PLANO 22
p136u,p136uhs5_1247_69,p136uhs5_1247,p136ulv70,-96.7911062,33.07523251,2633,PLANO 8
p136u,p136uhs6_1247_69,p136uhs6_1247,p136ulv613,-96.74687839,33.02158276,2639,RICHARDSON 2
p136u,p136uhs7_1247_69,p136uhs7_1247,p136ulv401,-96.77064702,33.0363667,2635,PLANO 10
p136u,p136uhs8_1247_69,p136uhs8_1247,p136ulv554,-96.71853914,33.05501817,2636,PLANO 11
p136u,p136uhs9_1247_69,p136uhs9_1247,p136ulv134,-96.76003845,33.11012788,2637,PLANO 12
p137u,p137uhs0_1247_69,p137uhs0_1247,p137ulv11,-96.68040188,33.01033473,2668,RICHARDSON 14
p137u,p137uhs10_1247_69,p137uhs10_1247,p137ulv422,-96.74194678,32.89885576,2658,RICHARDSON 7
p137u,p137uhs11_1247_69,p137uhs11_1247,p137ulv1456,-96.70848276,32.97041638,2660,RICHARDSON 8
p137u,p137uhs12_1247_69,p137uhs12_1247,p137ulv516,-96.66161896,33.00263727,2661,GARLAND 10
p137u,p137uhs13_1247_69,p137uhs13_1247,p137ulv569,-96.67036464,32.94715479,2659,GARLAND 9
p137u,p137uhs14_1247_69,p137uhs14_1247,p137ulv115,-96.74037303,32.98161675,2663,RICHARDSON 9
p137u,p137uhs15_1247_69,p137uhs15_1247,p137ulv42,-96.78166543,32.97260806,2664,RICHARDSON 10
p137u,p137uhs16_1247_69,p137uhs16_1247,p137ulv533,-96.6722246,32.97381872,2665,RICHARDSON 11
p137u,p137uhs17_1247_69,p137uhs17_1247,p137ulv292,-96.73229999,32.92808218,2666,RICHARDSON 12
p137u,p137uhs18_1247_69,p137uhs18_1247,p137ulv286,-96.76061291,32.91869684,2658,RICHARDSON 7
p137u,p137uhs19_1247_69,p137uhs19_1247,p137ulv329,-96.68880563,32.94510877,2667,RICHARDSON 13
p137u,p137uhs1_1247_69,p137uhs1_1247,p137ulv59,-96.77485288,32.96343217,2664,RICHARDSON 10
p137u,p137uhs20_1247_69,p137uhs20_1247,p137ulv203,-96.69145355,32.98145287,2675,RICHARDSON 19
p137u,p137uhs21_1247_69,p137uhs21_1247,p137ulv7,-96.74246052,32.99627599,2676,RICHARDSON 20
p137u,p137uhs2_1247_69,p137uhs2_1247,p137ulv277,-96.72449044,32.94565588,2672,RICHARDSON 16
p137u,p137uhs3_1247_69,p137uhs3_1247,p137ulv365,-96.70207681,32.9212754,2670,GARLAND 12
p137u,p137uhs4_1247_69,p137uhs4_1247,p137ulv1876,-96.71369222,33.00639139,2655,RICHARDSON 5
p137u,p137uhs5_1247_69,p137uhs5_1247,p137ulv2,-96.77757037,32.99044155,2656,RICHARDSON 6
p137u,p137uhs6_1247_69,p137uhs6_1247,p137ulv492,-96.69861432,32.90086976,2657,GARLAND 8
p137u,p137uhs7_1247_69,p137uhs7_1247,p137ulv302,-96.70658419,32.946194,2672,RICHARDSON 16
p137u,p137uhs8_1247_69,p137uhs8_1247,p137ulv397,-96.7582212,32.90245823,2658,RICHARDSON 7
p137u,p137uhs9_1247_69,p137uhs9_1247,p137ulv598,-96.65878821,32.94084255,2659,GARLAND 9
p138u,p138uhs0_1247_69,p138uhs0_1247,p138ulv104,-96.91195383,32.65052761,1388,DUNCANVILLE 11
p138u,p138uhs1_1247_69,p138uhs1_1247,p138ulv207,-96.96144953,32.58985327,1391,DESOTO 2
p138u,p138uhs2_1247_69,p138uhs2_1247,p138ulv2,-96.99101974,32.62431589,1389,DUNCANVILLE 12
p138u,p138uhs3_1247_69,p138uhs3_1247,p138ulv3,-96.97656759,32.65480181,1390,DUNCANVILLE 13
p138u,p138uhs4_1247_69,p138uhs4_1247,p138ulv145,-96.90455134,32.63486652,1389,DUNCANVILLE 12
p138u,p138uhs5_1247_69,p138uhs5_1247,p138ulv219,-96.99045492,32.57422243,1391,DESOTO 2
p138u,p138uhs6_1247_69,p138uhs6_1247,p138ulv73,-96.92096002,32.65980147,1390,DUNCANVILLE 13
p138u,p138uhs7_1247_69,p138uhs7_1247,p138ulv301,-96.90228465,32.59529113,1391,DESOTO 2
p138u,p138uhs8_1247_69,p138uhs8_1247,p138ulv351,-96.9315819,32.57873308,1391,DESOTO 2
p138u,p138uhs9_1247_69,p138uhs9_1247,p138ulv204,-96.94330391,32.60027142,1389,DUNCANVILLE 12
p139u,p139uhs0_1247_69,p139uhs0_1247,p139ulv73,-96.5150027,33.17649415,2677,PRINCETON 1
p139u,p139uhs1_1247_69,p139uhs1_1247,p139ulv26,-96.44162234,33.08858346,2678,NEVADA 2
p139u,p139uhs2_1247_69,p139uhs2_1247,p139ulv117,-96.34802074,33.17790022,2679,FARMERSVILLE 1
p139u,p139uhs3_1247_69,p139uhs3_1247,p139ulv41,-96.37570786,33.06845931,2678,NEVADA 2
p139u,p139uhs4_1247_69,p139uhs4_1247,p139ulv3,-96.51424451,33.12750747,2680,PRINCETON 2
p139u,p139uhs5_1247_69,p139uhs5_1247,p139ulv228,-96.46746451,33.19387762,2681,FARMERSVILLE 2
p139u,p139uhs6_1247_69,p139uhs6_1247,p139ulv1490,-96.36110658,33.19606128,2679,FARMERSVILLE 1
p139u,p139uhs7_1247_69,p139uhs7_1247,p139ulv349,-96.5196459,33.18598449,2677,PRINCETON 1
p139u,p139uhs8_1247_69,p139uhs8_1247,p139ulv49,-96.4373166,33.04105954,2683,LAVON 4
p140u,p140uhs0_1247_69,p140uhs0_1247,p140ulv930,-97.15292205,32.55336585,2064,KENNEDALE 5
p140u,p140uhs10_1247_69,p140uhs10_1247,p140ulv212,-97.12150476,32.47383142,2066,BURLESON 9
p140u,p140uhs11_1247_69,p140uhs11_1247,p140ulv4531,-97.15133192,32.54574209,2064,KENNEDALE 5
p140u,p140uhs1_1247_69,p140uhs1_1247,p140ulv92,-97.27235241,32.53971211,2063,BURLESON 7
p140u,p140uhs2_1247_69,p140uhs2_1247,p140ulv9,-97.23178542,32.61237205,2064,KENNEDALE 5
p140u,p140uhs3_1247_69,p140uhs3_1247,p140ulv17131,-97.28008361,32.56783679,2065,BURLESON 8
p140u,p140uhs4_1247_69,p140uhs4_1247,p140ulv57,-97.21944115,32.5477666,2064,KENNEDALE 5
p140u,p140uhs5_1247_69,p140uhs5_1247,p140ulv146,-97.2613747,32.5025018,2066,BURLESON 9
p140u,p140uhs6_1247_69,p140uhs6_1247,p140ulv120,-97.21831585,32.54112385,2064,KENNEDALE 5
p140u,p140uhs7_1247_69,p140uhs7_1247,p140ulv163,-97.2881671,32.46469913,2067,BURLESON 10
p140u,p140uhs8_1247_69,p140uhs8_1247,p140ulv161,-97.23297087,32.47838529,2066,BURLESON 9
p140u,p140uhs9_1247_69,p140uhs9_1247,p140ulv406,-97.14815836,32.52086326,2066,BURLESON 9
p141u,p141uhs0_1247_69,p141uhs0_1247,p141ulv23,-96.88861696,32.93965266,1392,CARROLLTON 4
p141u,p141uhs10_1247_69,p141uhs10_1247,p141ulv1947,-96.83399928,32.93925446,2689,ADDISON 20
p141u,p141uhs11_1247_69,p141uhs11_1247,p141ulv302,-96.83764366,32.89848213,1397,ADDISON 5
p141u,p141uhs12_1247_69,p141uhs12_1247,p141ulv98,-96.90679221,32.89962195,1398,CARROLLTON 5
p141u,p141uhs13_1247_69,p141uhs13_1247,p141ulv107,-96.88697059,32.90333976,1398,CARROLLTON 5
p141u,p141uhs14_1247_69,p141uhs14_1247,p141ulv353,-96.81171848,32.88905817,1399,ADDISON 6
p141u,p141uhs15_1247_69,p141uhs15_1247,p141ulv280,-96.7877745,32.92022678,1400,ADDISON 7
p141u,p141uhs1_1247_69,p141uhs1_1247,p141ulv110,-96.8698438,32.90919023,1398,CARROLLTON 5
p141u,p141uhs2_1247_69,p141uhs2_1247,p141ulv85,-96.86665681,32.91979182,1394,ADDISON 2
p141u,p141uhs3_1247_69,p141uhs3_1247,p141ulv572,-96.88809863,32.88959737,1401,CARROLLTON 6
p141u,p141uhs4_1247_69,p141uhs4_1247,p141ulv6,-96.8953397,32.94718617,1402,CARROLLTON 7
p141u,p141uhs5_1247_69,p141uhs5_1247,p141ulv189,-96.83818353,32.95377176,2686,ADDISON 17
p141u,p141uhs6_1247_69,p141uhs6_1247,p141ulv257,-96.80870304,32.94129137,2687,ADDISON 18
p141u,p141uhs7_1247_69,p141uhs7_1247,p141ulv170,-96.85976114,32.87400037,1396,ADDISON 4
p141u,p141uhs8_1247_69,p141uhs8_1247,p141ulv174,-96.86855584,32.86433097,1396,ADDISON 4
p141u,p141uhs9_1247_69,p141uhs9_1247,p141ulv190,-96.81355661,32.9651102,2521,ADDISON 12
p142u,p142uhs0_1247_69,p142uhs0_1247,p142ulv382,-97.12014807,32.827052,2031,NORTH RICHLAND HILLS 7
p142u,p142uhs10_1247_69,p142uhs10_1247,p142ulv444,-97.07789049,32.83355271,1376,IRVING 3
p142u,p142uhs1_1247_69,p142uhs1_1247,p142ulv410,-97.13512564,32.80702922,2023,NORTH RICHLAND HILLS 1
p142u,p142uhs2_1247_69,p142uhs2_1247,p142ulv303,-97.18661233,32.83480588,2023,NORTH RICHLAND HILLS 1
p142u,p142uhs3_1247_69,p142uhs3_1247,p142ulv122,-97.12813833,32.86163187,2031,NORTH RICHLAND HILLS 7
p142u,p142uhs4_1247_69,p142uhs4_1247,p142ulv76,-97.16521706,32.85234869,2031,NORTH RICHLAND HILLS 7
p142u,p142uhs5_1247_69,p142uhs5_1247,p142ulv260,-97.10280902,32.85228578,2031,NORTH RICHLAND HILLS 7
p142u,p142uhs6_1247_69,p142uhs6_1247,p142ulv202,-97.09085812,32.88943149,2095,COLLEYVILLE 2
p142u,p142uhs7_1247_69,p142uhs7_1247,p142ulv2,-97.18736111,32.88608253,2095,COLLEYVILLE 2
p142u,p142uhs8_1247_69,p142uhs8_1247,p142ulv23,-97.15707108,32.89076555,2095,COLLEYVILLE 2
p142u,p142uhs9_1247_69,p142uhs9_1247,p142ulv146,-97.15699062,32.84404109,2031,NORTH RICHLAND HILLS 7
p143u,p143uhs0_4_69,p143uhs0_4,p143ulv431,-96.69642045,32.83901404,1404,DALLAS 23
p143u,p143uhs100_4_69,p143uhs100_4,p143ulv535,-96.64733138,32.81807167,1429,MESQUITE 31
p143u,p143uhs101_4_69,p143uhs101_4,p143ulv578,-96.63170269,32.81355761,1407,MESQUITE 12
p143u,p143uhs102_4_69,p143uhs102_4,p143ulv566,-96.61152515,32.83450922,2750,MESQUITE 37
p143u,p143uhs103_4_69,p143uhs103_4,p143ulv573,-96.59637966,32.8260575,2725,MESQUITE 34
p143u,p143uhs104_4_69,p143uhs104_4,p143ulv581,-96.6054807,32.81855918,1425,MESQUITE 29
p143u,p143uhs105_4_69,p143uhs105_4,p143ulv1263,-96.58697581,32.83585322,2753,SUNNYVALE 5
p143u,p143uhs106_4_69,p143uhs106_4,p143ulv10,-96.70604219,32.872183,1431,GARLAND 5
p143u,p143uhs109_4_69,p143uhs109_4,p143ulv22102,-96.67096574,32.87333753,2771,GARLAND 73
p143u,p143uhs10_4_69,p143uhs10_4,p143ulv204,-96.60596565,32.89460159,2698,GARLAND 21
p143u,p143uhs110_4_69,p143uhs110_4,p143ulv27062,-96.68709459,32.88334788,2723,GARLAND 42
p143u,p143uhs112_4_69,p143uhs112_4,p143ulv7333,-96.6716384,32.87936111,2703,GARLAND 26
p143u,p143uhs115_4_69,p143uhs115_4,p143ulv724,-96.672782,32.88139965,2703,GARLAND 26
p143u,p143uhs117_4_69,p143uhs117_4,p143ulv29034,-96.70637261,32.87968126,2779,GARLAND 81
p143u,p143uhs118_4_69,p143uhs118_4,p143ulv5115,-96.62315166,32.8098543,1432,MESQUITE 33
p143u,p143uhs11_4_69,p143uhs11_4,p143ulv621,-96.70720197,32.87860002,2779,GARLAND 81
p143u,p143uhs120_4_69,p143uhs120_4,p143ulv62850,-96.69943714,32.88794013,2780,GARLAND 82
p143u,p143uhs124_4_69,p143uhs124_4,p143ulv42261,-96.66618998,32.8557726,2712,GARLAND 34
p143u,p143uhs12_4_69,p143uhs12_4,p143ulv66,-96.68640009,32.85578789,1419,MESQUITE 23
p143u,p143uhs13_4_69,p143uhs13_4,p143ulv577,-96.62097022,32.82078438,1406,MESQUITE 11
p143u,p143uhs14_4_69,p143uhs14_4,p143ulv16967,-96.67772956,32.88932511,2701,GARLAND 24
p143u,p143uhs15_4_69,p143uhs15_4,p143ulv717,-96.67539324,32.89243246,2701,GARLAND 24
p143u,p143uhs16_4_69,p143uhs16_4,p143ulv1510,-96.66634558,32.87091224,2771,GARLAND 73
p143u,p143uhs17_4_69,p143uhs17_4,p143ulv27175,-96.66855023,32.88628573,2700,GARLAND 23
p143u,p143uhs18_4_69,p143uhs18_4,p143ulv30,-96.69116161,32.87706805,2723,GARLAND 42
p143u,p143uhs19_4_69,p143uhs19_4,p143ulv229,-96.64494715,32.8757033,2705,GARLAND 28
p143u,p143uhs1_4_69,p143uhs1_4,p143ulv95,-96.65622,32.90036717,2708,GARLAND 30
p143u,p143uhs20_4_69,p143uhs20_4,p143ulv386,-96.58993765,32.86535811,2706,ROWLETT 4
p143u,p143uhs21_4_69,p143uhs21_4,p143ulv80,-96.6465568,32.920692,2707,GARLAND 29
p143u,p143uhs22_4_69,p143uhs22_4,p143ulv86,-96.66003954,32.89860821,2708,GARLAND 30
p143u,p143uhs23_4_69,p143uhs23_4,p143ulv1408,-96.67622038,32.8851905,2701,GARLAND 24
p143u,p143uhs24_4_69,p143uhs24_4,p143ulv103,-96.6389695,32.89962185,2710,GARLAND 32
p143u,p143uhs25_4_69,p143uhs25_4,p143ulv2840,-96.67658774,32.87370098,2704,GARLAND 27
p143u,p143uhs26_4_69,p143uhs26_4,p143ulv2035,-96.64442273,32.91355011,2755,GARLAND 59
p143u,p143uhs27_4_69,p143uhs27_4,p143ulv220,-96.67763002,32.86241875,1405,GARLAND 1
p143u,p143uhs28_4_69,p143uhs28_4,p143ulv463,-96.68028649,32.81482743,1362,MESQUITE 10
p143u,p143uhs29_4_69,p143uhs29_4,p143ulv551,-96.64211963,32.81133765,1407,MESQUITE 12
p143u,p143uhs2_4_69,p143uhs2_4,p143ulv218,-96.66382673,32.87906936,2691,GARLAND 15
p143u,p143uhs30_4_69,p143uhs30_4,p143ulv1096,-96.66744216,32.84046261,1408,MESQUITE 13
p143u,p143uhs31_4_69,p143uhs31_4,p143ulv350,-96.60539647,32.85559924,2727,GARLAND 44
p143u,p143uhs32_4_69,p143uhs32_4,p143ulv219,-96.67311528,32.86141503,2712,GARLAND 34
p143u,p143uhs33_4_69,p143uhs33_4,p143ulv150,-96.62175465,32.89970928,2713,GARLAND 35
p143u,p143uhs34_4_69,p143uhs34_4,p143ulv489,-96.64392359,32.83468985,1410,MESQUITE 15
p143u,p143uhs35_4_69,p143uhs35_4,p143ulv615,-96.68114959,32.88850858,2701,GARLAND 24
p143u,p143uhs36_4_69,p143uhs36_4,p143ulv719,-96.66021063,32.89129156,2733,GARLAND 49
p143u,p143uhs37_4_69,p143uhs37_4,p143ulv25762,-96.68013022,32.87992744,2709,GARLAND 31
p143u,p143uhs38_4_69,p143uhs38_4,p143ulv393,-96.58186842,32.85351501,2715,ROWLETT 5
p143u,p143uhs39_4_69,p143uhs39_4,p143ulv509,-96.63906811,32.833436,1410,MESQUITE 15
p143u,p143uhs3_4_69,p143uhs3_4,p143ulv293,-96.62918562,32.86284419,2692,GARLAND 16
